csi_time,predicted_mcs
11476105.0,458.8
11476209.0,458.8
11476317.0,458.8
11476631.0,458.8
11476834.0,458.8
11476952.0,458.8
11477040.0,458.8
11477497.0,573.5
11477882.0,458.8
11478091.0,458.8
11478297.0,458.8
11478315.0,458.8
11478416.0,458.8
11478531.0,458.8
11478723.0,458.8
11478734.0,458.8
11479030.0,458.8
11533416.0,573.5
11533527.0,573.5
11533631.0,573.5
11533734.0,573.5
11533941.0,516.2
11534165.0,573.5
11534616.0,344.1
11534915.0,573.5
11535211.0,573.5
11535404.0,516.2
11535523.0,516.2
11535627.0,573.5
11535839.0,573.5
11536576.0,344.1
11536672.0,573.5
11536872.0,344.1
11536886.0,344.1
11536990.0,344.1
11537092.0,344.1
11537212.0,344.1
11537702.0,344.1
11537731.0,344.1
11537741.0,344.1
11537963.0,344.1
11538032.0,344.1
11538131.0,344.1
11538233.0,344.1
11538248.0,344.1
11538439.0,344.1
11538457.0,344.1
11538554.0,344.1
11539064.0,344.1
11539173.0,344.1
11539275.0,344.1
11539377.0,344.1
11539601.0,344.1
11539697.0,344.1
11540113.0,344.1
11540342.0,344.1
11540529.0,344.1
11540646.0,344.1
11540883.0,344.1
11541056.0,344.1
11541253.0,344.1
11541363.0,344.1
11541377.0,344.1
11541470.0,344.1
11541775.0,344.1
11541994.0,344.1
11542089.0,344.1
11542105.0,344.1
11542200.0,344.1
11542313.0,516.2
11542415.0,344.1
11542723.0,573.5
11542929.0,344.1
11543233.0,344.1
11649107.0,458.8
11649203.0,458.8
11649316.0,458.8
11649930.0,458.8
11649947.0,458.8
11650037.0,458.8
11650371.0,458.8
11650383.0,458.8
11650900.0,458.8
11651290.0,458.8
11651503.0,458.8
11651599.0,458.8
11651700.0,458.8
11651803.0,458.8
11651824.0,458.8
11652166.0,458.8
11652230.0,458.8
11652333.0,458.8
11652441.0,458.8
11652639.0,458.8
11652743.0,458.8
11653083.0,458.8
11653211.0,458.8
11653286.0,458.8
11653516.0,458.8
11653701.0,458.8
11653900.0,458.8
11653916.0,458.8
11654103.0,458.8
11654119.0,458.8
11654317.0,458.8
11654334.0,458.8
11654428.0,458.8
11654628.0,458.8
11654734.0,458.8
11654757.0,458.8
11654849.0,458.8
11654940.0,458.8
11654958.0,458.8
11655159.0,458.8
11655481.0,458.8
11655675.0,458.8
11655883.0,458.8
11656216.0,458.8
11656487.0,458.8
11656494.0,458.8
11656646.0,458.8
11656730.0,458.8
11656843.0,458.8
11656945.0,458.8
11657151.0,458.8
11657456.0,458.8
11657467.0,458.8
11657564.0,458.8
11657676.0,458.8
11657788.0,458.8
11657985.0,458.8
11658188.0,458.8
11658299.0,458.8
11658319.0,458.8
11658504.0,458.8
11658516.0,458.8
11658623.0,458.8
11658720.0,458.8
11658837.0,458.8
11690204.0,573.5
11690300.0,516.2
11690867.0,516.2
11691251.0,573.5
11691371.0,573.5
11691480.0,573.5
11691559.0,573.5
11691661.0,573.5
11691868.0,516.2
11691889.0,573.5
11692002.0,573.5
11692309.0,573.5
11692515.0,573.5
11692606.0,573.5
11692720.0,573.5
11693023.0,573.5
11693229.0,516.2
11693252.0,573.5
11693442.0,573.5
11693885.0,573.5
11693895.0,573.5
11694006.0,573.5
11694175.0,573.5
11694199.0,573.5
11694211.0,573.5
11694427.0,573.5
11694513.0,573.5
11694724.0,573.5
11694928.0,573.5
11695121.0,573.5
11695138.0,573.5
11695233.0,573.5
11695332.0,573.5
11695440.0,573.5
11695537.0,573.5
11695743.0,573.5
11695765.0,573.5
11695965.0,573.5
11696279.0,573.5
11696369.0,573.5
11696479.0,516.2
11697140.0,516.2
11697241.0,516.2
11697637.0,516.2
11697849.0,573.5
11697935.0,573.5
11697951.0,573.5
11698145.0,516.2
11698881.0,573.5
11698975.0,573.5
11699081.0,573.5
11699099.0,573.5
11760815.0,344.1
11760943.0,516.2
11761639.0,516.2
11762048.0,458.8
11762257.0,516.2
11762876.0,344.1
11762977.0,573.5
11762998.0,344.1
11763084.0,458.8
11763097.0,516.2
11763207.0,458.8
11763943.0,516.2
11764862.0,458.8
11765190.0,573.5
11765288.0,516.2
11765385.0,516.2
11765497.0,458.8
11765915.0,516.2
11766329.0,516.2
11766876.0,516.2
11766982.0,516.2
11767268.0,458.8
11767396.0,573.5
11767903.0,516.2
11768018.0,516.2
11768119.0,516.2
11768218.0,516.2
11768318.0,516.2
11768433.0,344.1
11768525.0,516.2
11768644.0,516.2
11769059.0,516.2
11769308.0,516.2
11769384.0,516.2
11769685.0,516.2
11770419.0,516.2
11770516.0,516.2
11811101.0,458.8
11811306.0,458.8
11811404.0,458.8
11811525.0,516.2
11811927.0,458.8
11812031.0,458.8
11813071.0,458.8
11813706.0,458.8
11814016.0,458.8
11814430.0,458.8
11814744.0,458.8
11815719.0,458.8
11815926.0,458.8
11816320.0,344.1
11816528.0,458.8
11816636.0,458.8
11816738.0,458.8
11816754.0,458.8
11817156.0,458.8
11817268.0,458.8
11817472.0,458.8
11817682.0,458.8
11817796.0,458.8
11818281.0,275.3
11818849.0,458.8
11818940.0,458.8
11819042.0,206.5
11819142.0,458.8
11819456.0,344.1
11819572.0,458.8
11819891.0,458.8
11819991.0,458.8
11820102.0,458.8
11820198.0,458.8
11820983.0,458.8
11871659.0,412.9
11871756.0,458.8
11872067.0,516.2
11872171.0,412.9
11872276.0,516.2
11872381.0,516.2
11872500.0,458.8
11872699.0,516.2
11872809.0,458.8
11873271.0,458.8
11873447.0,458.8
11874066.0,458.8
11874258.0,458.8
11874572.0,458.8
11874898.0,458.8
11875301.0,516.2
11875315.0,516.2
11875515.0,516.2
11875768.0,516.2
11876138.0,458.8
11876148.0,516.2
11876578.0,516.2
11876778.0,516.2
11877303.0,516.2
11877723.0,516.2
11877824.0,516.2
11878036.0,516.2
11878347.0,516.2
11878802.0,458.8
11879001.0,458.8
11879006.0,458.8
11879291.0,412.9
11879497.0,458.8
11879507.0,516.2
11880232.0,458.8
11880646.0,516.2
11880753.0,516.2
11881069.0,516.2
11881173.0,516.2
11881285.0,516.2
11946432.0,458.8
11946538.0,458.8
11946747.0,458.8
11946852.0,458.8
11947059.0,458.8
11947794.0,458.8
11948316.0,458.8
11948422.0,458.8
11948841.0,573.5
11949369.0,458.8
11949676.0,458.8
11950202.0,309.7
11950632.0,458.8
11950727.0,458.8
11950828.0,458.8
11950934.0,458.8
11951144.0,309.7
11951357.0,458.8
11951463.0,458.8
11951772.0,458.8
11951991.0,458.8
11952296.0,458.8
11952507.0,458.8
11952927.0,458.8
11953045.0,458.8
11953246.0,573.5
11953366.0,458.8
11953552.0,458.8
11954073.0,573.5
11954180.0,458.8
11954284.0,458.8
11954592.0,458.8
11954802.0,458.8
11955217.0,458.8
11955431.0,458.8
11955890.0,458.8
11955951.0,458.8
11956153.0,458.8
11956196.0,458.8
11992238.0,458.8
11992344.0,458.8
11992449.0,458.8
11992554.0,458.8
11992764.0,458.8
11992876.0,458.8
11993078.0,458.8
11993696.0,458.8
11995181.0,458.8
11995804.0,458.8
11996353.0,458.8
11996540.0,458.8
11996849.0,458.8
11997588.0,458.8
11997894.0,458.8
11998003.0,458.8
11998215.0,412.9
11998318.0,458.8
11998911.0,458.8
11999259.0,458.8
11999471.0,458.8
11999783.0,458.8
12000303.0,458.8
12001035.0,458.8
12001247.0,458.8
12001352.0,458.8
12001453.0,458.8
12059020.0,573.5
12059071.0,573.5
12059498.0,344.1
12060012.0,573.5
12060119.0,573.5
12060330.0,573.5
12060434.0,458.8
12060749.0,458.8
12061584.0,458.8
12061896.0,458.8
12062524.0,458.8
12062840.0,458.8
12062944.0,458.8
12063051.0,458.8
12063467.0,458.8
12063575.0,458.8
12064409.0,412.9
12064757.0,458.8
12064860.0,458.8
12065246.0,458.8
12065350.0,458.8
12065872.0,458.8
12066392.0,458.8
12066503.0,458.8
12066710.0,573.5
12066919.0,573.5
12067120.0,573.5
12067454.0,458.8
12067732.0,458.8
12067865.0,458.8
12113199.0,573.5
12114294.0,573.5
12114399.0,573.5
12114408.0,573.5
12115867.0,573.5
12116165.0,344.1
12116588.0,573.5
12117961.0,573.5
12118159.0,573.5
12118824.0,573.5
12119736.0,458.8
12119841.0,573.5
12121689.0,573.5
12121726.0,573.5
12122353.0,573.5
12173605.0,573.5
12173617.0,458.8
12173732.0,573.5
12173929.0,458.8
12174124.0,458.8
12174437.0,573.5
12174852.0,458.8
12175167.0,573.5
12175272.0,573.5
12175899.0,573.5
12176010.0,458.8
12176434.0,573.5
12176853.0,573.5
12177157.0,458.8
12177267.0,573.5
12177370.0,458.8
12177580.0,458.8
12177683.0,458.8
12178311.0,458.8
12179345.0,458.8
12179778.0,458.8
12180077.0,458.8
12180181.0,573.5
12180288.0,573.5
12180602.0,573.5
12181018.0,344.1
12181121.0,573.5
12181127.0,573.5
12181335.0,573.5
12181540.0,573.5
12182066.0,573.5
12182688.0,458.8
12182798.0,573.5
12183106.0,458.8
12183211.0,458.8
12183318.0,573.5
12247530.0,412.9
12248164.0,412.9
12248383.0,412.9
12249313.0,412.9
12249518.0,412.9
12249833.0,344.1
12249942.0,573.5
12250512.0,412.9
12250679.0,412.9
12250922.0,412.9
12251408.0,412.9
12251514.0,412.9
12251724.0,412.9
12252978.0,573.5
12253083.0,412.9
12253403.0,412.9
12253590.0,412.9
12253920.0,412.9
12255071.0,412.9
12255277.0,412.9
12255805.0,412.9
12256133.0,412.9
12256458.0,412.9
12256958.0,412.9
12257163.0,412.9
12257271.0,412.9
12295118.0,412.9
12297109.0,573.5
12297213.0,516.2
12297431.0,573.5
12298468.0,573.5
12298789.0,573.5
12300039.0,344.1
12300568.0,344.1
12301194.0,344.1
12301410.0,344.1
12301950.0,573.5
12302151.0,344.1
12303285.0,344.1
12375908.0,516.2
12376797.0,516.2
12377742.0,516.2
12378059.0,516.2
12378265.0,573.5
12379729.0,688.2
12380145.0,516.2
12380256.0,573.5
12380358.0,516.2
12380465.0,516.2
12380566.0,516.2
12380776.0,516.2
12381617.0,573.5
12382665.0,516.2
12383287.0,516.2
12383393.0,412.9
12383600.0,516.2
12384129.0,516.2
12384459.0,516.2
12384572.0,688.2
12384760.0,573.5
12384877.0,516.2
12385275.0,688.2
12415187.0,573.5
12416239.0,688.2
12417075.0,573.5
12417807.0,573.5
12418020.0,573.5
12418555.0,573.5
12418874.0,573.5
12419991.0,573.5
12420203.0,573.5
12420408.0,573.5
12420838.0,573.5
12421037.0,573.5
12421307.0,573.5
12421467.0,458.8
12421673.0,573.5
12422397.0,573.5
12422816.0,573.5
12423446.0,573.5
12423760.0,573.5
12424283.0,573.5
12424292.0,573.5
12425028.0,516.2
12500940.0,516.2
12501090.0,458.8
12501291.0,573.5
12502096.0,573.5
12502303.0,573.5
12502724.0,573.5
12502729.0,458.8
12502931.0,412.9
12503752.0,573.5
12503773.0,573.5
12504053.0,573.5
12504304.0,573.5
12504816.0,573.5
12504920.0,573.5
12505242.0,573.5
12505447.0,573.5
12505763.0,573.5
12505972.0,619.4
12506180.0,458.8
12506285.0,458.8
12506627.0,458.8
12507039.0,573.5
12507152.0,516.2
12507227.0,458.8
12507542.0,458.8
12507750.0,619.4
12507957.0,458.8
12508481.0,573.5
12508897.0,458.8
12509002.0,458.8
12509105.0,458.8
12509266.0,573.5
12509581.0,573.5
12509637.0,458.8
12509891.0,573.5
12510259.0,573.5
12510368.0,573.5
12510892.0,412.9
12536415.0,458.8
12536522.0,458.8
12536628.0,458.8
12536939.0,458.8
12537414.0,516.2
12537570.0,516.2
12537782.0,516.2
12537893.0,516.2
12537897.0,516.2
12537901.0,516.2
12538086.0,516.2
12538094.0,516.2
12538207.0,573.5
12538300.0,516.2
12538407.0,516.2
12538611.0,516.2
12538720.0,458.8
12539137.0,458.8
12539244.0,458.8
12539456.0,458.8
12540185.0,458.8
12540507.0,516.2
12540723.0,516.2
12540917.0,458.8
12541142.0,458.8
12541544.0,516.2
12541650.0,573.5
12541758.0,458.8
12541862.0,573.5
12542175.0,458.8
12542382.0,458.8
12542697.0,458.8
12543012.0,458.8
12543435.0,458.8
12543582.0,458.8
12543784.0,458.8
12543887.0,458.8
12543891.0,458.8
12544162.0,458.8
12544274.0,573.5
12544891.0,458.8
12544897.0,458.8
12545099.0,458.8
12545207.0,458.8
12545414.0,573.5
12545521.0,458.8
12545625.0,458.8
12545937.0,458.8
12602825.0,458.8
12603174.0,458.8
12603276.0,458.8
12603763.0,458.8
12603870.0,458.8
12604185.0,458.8
12604605.0,458.8
12605230.0,458.8
12605553.0,458.8
12605869.0,458.8
12606043.0,619.4
12606071.0,458.8
12606078.0,458.8
12606293.0,458.8
12606380.0,458.8
12606488.0,458.8
12606695.0,458.8
12606802.0,458.8
12607112.0,458.8
12607217.0,458.8
12607324.0,458.8
12607640.0,458.8
12607748.0,458.8
12607952.0,458.8
12608056.0,458.8
12608266.0,458.8
12608394.0,458.8
12608602.0,458.8
12608707.0,458.8
12608918.0,458.8
12609315.0,458.8
12609834.0,458.8
12609942.0,458.8
12610358.0,458.8
12610565.0,458.8
12610673.0,458.8
12610775.0,458.8
12611194.0,458.8
12611509.0,458.8
12612025.0,458.8
12612230.0,458.8
12612549.0,458.8
12612656.0,458.8
12660971.0,458.8
12661494.0,412.9
12661704.0,573.5
12661908.0,412.9
12661919.0,412.9
12662642.0,412.9
12662650.0,573.5
12662755.0,412.9
12663068.0,412.9
12663168.0,458.8
12663378.0,412.9
12663898.0,412.9
12664743.0,412.9
12665029.0,412.9
12665889.0,412.9
12666102.0,412.9
12666517.0,458.8
12666622.0,412.9
12666628.0,412.9
12666732.0,412.9
12667250.0,412.9
12668004.0,458.8
12668297.0,412.9
12668611.0,412.9
12668716.0,412.9
12668828.0,458.8
12669135.0,412.9
12669453.0,412.9
12669869.0,412.9
12669973.0,458.8
12670080.0,412.9
12670230.0,412.9
12670557.0,344.1
12670710.0,458.8
12717246.0,275.3
12717769.0,275.3
12717877.0,458.8
12717978.0,458.8
12718399.0,458.8
12718922.0,275.3
12719179.0,275.3
12719349.0,573.5
12720594.0,275.3
12720807.0,458.8
12720913.0,458.8
12721017.0,458.8
12721539.0,275.3
12721742.0,516.2
12722058.0,275.3
12722573.0,275.3
12723301.0,275.3
12723408.0,573.5
12723509.0,573.5
12723825.0,275.3
12723931.0,344.1
12724244.0,275.3
12724665.0,275.3
12725189.0,573.5
12725501.0,573.5
12725919.0,573.5
12726654.0,275.3
12727172.0,275.3
12789607.0,573.5
12789819.0,573.5
12790466.0,458.8
12790680.0,573.5
12791074.0,458.8
12791183.0,573.5
12791600.0,458.8
12791802.0,458.8
12791809.0,573.5
12792329.0,344.1
12792540.0,458.8
12793171.0,458.8
12793282.0,458.8
12793438.0,458.8
12793591.0,458.8
12793800.0,458.8
12794007.0,458.8
12794321.0,458.8
12794425.0,573.5
12794740.0,458.8
12795052.0,458.8
12795160.0,458.8
12795582.0,458.8
12795685.0,458.8
12796635.0,458.8
12796832.0,458.8
12797045.0,458.8
12797151.0,458.8
12797776.0,458.8
12797886.0,458.8
12798725.0,458.8
12798965.0,516.2
12799068.0,458.8
12799348.0,458.8
12799559.0,516.2
12838665.0,275.3
12838769.0,412.9
12839396.0,573.5
12839500.0,573.5
12839809.0,573.5
12839917.0,573.5
12840339.0,573.5
12840445.0,573.5
12841396.0,573.5
12841697.0,458.8
12841905.0,619.4
12842220.0,275.3
12842638.0,573.5
12843267.0,573.5
12843809.0,573.5
12844525.0,275.3
12844733.0,573.5
12845260.0,206.5
12846093.0,516.2
12846202.0,573.5
12846622.0,344.1
12847877.0,516.2
12901773.0,573.5
12902053.0,458.8
12902161.0,458.8
12903001.0,458.8
12903311.0,458.8
12903417.0,458.8
12903631.0,458.8
12903996.0,458.8
12904048.0,458.8
12904162.0,458.8
12904334.0,458.8
12904366.0,458.8
12904477.0,458.8
12904484.0,458.8
12905097.0,573.5
12905305.0,458.8
12905723.0,458.8
12905828.0,458.8
12906035.0,458.8
12906146.0,458.8
12906458.0,458.8
12906562.0,458.8
12907203.0,458.8
12907517.0,458.8
12908551.0,458.8
12908657.0,458.8
12908973.0,458.8
12909287.0,458.8
12909390.0,458.8
12909494.0,458.8
12909599.0,458.8
12909863.0,458.8
12909912.0,458.8
12910334.0,458.8
12910748.0,458.8
12910855.0,458.8
12911169.0,458.8
12911380.0,458.8
12960006.0,516.2
12960110.0,412.9
12960644.0,412.9
12961051.0,412.9
12961166.0,412.9
12961843.0,573.5
12963868.0,573.5
12964077.0,573.5
12964387.0,573.5
12964494.0,516.2
12965058.0,573.5
12965068.0,573.5
12965468.0,344.1
12965745.0,573.5
12966164.0,458.8
12966273.0,573.5
12967002.0,573.5
12967316.0,573.5
13019301.0,344.1
13019646.0,344.1
13019761.0,344.1
13019934.0,344.1
13020346.0,516.2
13021184.0,516.2
13023607.0,344.1
13024224.0,516.2
13024328.0,516.2
13024644.0,344.1
13025174.0,344.1
13025306.0,516.2
13025480.0,516.2
13025601.0,344.1
13025795.0,344.1
13026003.0,344.1
13027050.0,344.1
13027457.0,516.2
13027825.0,344.1
13028146.0,344.1
13029129.0,516.2
13029238.0,458.8
13087607.0,516.2
13087718.0,458.8
13088446.0,573.5
13088459.0,573.5
13088761.0,573.5
13089076.0,573.5
13090017.0,573.5
13090323.0,458.8
13090739.0,573.5
13090946.0,573.5
13091521.0,573.5
13091687.0,458.8
13091883.0,458.8
13092111.0,458.8
13092405.0,458.8
13093563.0,458.8
13094242.0,275.3
13094293.0,573.5
13095136.0,573.5
13095966.0,573.5
13096073.0,516.2
13096595.0,516.2
13096702.0,458.8
13097254.0,573.5
13140682.0,458.8
13140983.0,458.8
13141775.0,344.1
13141882.0,344.1
13142086.0,412.9
13142406.0,412.9
13142612.0,344.1
13142824.0,458.8
13143139.0,344.1
13143661.0,458.8
13143948.0,573.5
13143972.0,275.3
13144195.0,458.8
13144913.0,458.8
13145230.0,458.8
13145334.0,458.8
13145544.0,573.5
13145649.0,458.8
13145965.0,458.8
13146308.0,458.8
13146408.0,458.8
13146713.0,458.8
13146902.0,458.8
13147324.0,458.8
13147431.0,458.8
13147641.0,458.8
13147850.0,458.8
13148171.0,458.8
13148371.0,458.8
13148685.0,458.8
13148797.0,458.8
13148898.0,573.5
13149078.0,573.5
13149214.0,458.8
13149380.0,458.8
13149533.0,458.8
13149644.0,458.8
13149840.0,458.8
13150264.0,458.8
13200985.0,573.5
13201190.0,688.2
13201449.0,688.2
13201805.0,688.2
13202539.0,573.5
13203164.0,573.5
13203686.0,573.5
13204009.0,573.5
13204519.0,573.5
13204841.0,573.5
13205093.0,573.5
13205152.0,573.5
13205882.0,573.5
13206196.0,573.5
13206304.0,573.5
13206408.0,573.5
13206620.0,573.5
13207029.0,573.5
13207744.0,573.5
13208050.0,573.5
13208497.0,573.5
13209125.0,573.5
13209340.0,573.5
13209966.0,573.5
13325963.0,573.5
13326066.0,573.5
13326173.0,573.5
13326481.0,573.5
13326700.0,573.5
13326899.0,573.5
13327109.0,573.5
13327117.0,573.5
13327214.0,573.5
13327333.0,573.5
13327761.0,573.5
13327870.0,573.5
13327876.0,573.5
13328265.0,573.5
13328472.0,573.5
13329092.0,573.5
13329198.0,573.5
13329306.0,573.5
13329407.0,573.5
13329514.0,573.5
13329618.0,573.5
13329981.0,573.5
13330031.0,573.5
13330350.0,573.5
13330459.0,573.5
13330862.0,573.5
13331283.0,573.5
13331388.0,573.5
13331909.0,573.5
13332218.0,573.5
13332329.0,573.5
13332633.0,573.5
13332639.0,573.5
13332883.0,573.5
13332950.0,573.5
13333062.0,573.5
13333189.0,573.5
13333291.0,573.5
13333396.0,573.5
13333684.0,573.5
13333890.0,573.5
13334108.0,573.5
13334209.0,573.5
13334627.0,573.5
13335151.0,573.5
13335562.0,573.5
13335568.0,573.5
13382029.0,573.5
13382339.0,573.5
13382424.0,573.5
13382735.0,573.5
13383684.0,573.5
13384306.0,573.5
13385572.0,573.5
13385776.0,573.5
13386510.0,573.5
13386825.0,573.5
13387030.0,573.5
13387134.0,573.5
13387512.0,573.5
13387557.0,573.5
13388707.0,573.5
13389438.0,573.5
13389546.0,573.5
13389857.0,573.5
13389864.0,458.8
13389967.0,573.5
13390380.0,573.5
13390550.0,458.8
13390595.0,573.5
13391042.0,573.5
13391221.0,573.5
13391637.0,573.5
13391645.0,573.5
13391846.0,573.5
13391955.0,516.2
13442462.0,458.8
13442776.0,458.8
13442979.0,516.2
13443082.0,516.2
13443189.0,412.9
13443502.0,516.2
13443606.0,458.8
13443812.0,516.2
13443916.0,516.2
13444125.0,516.2
13444332.0,458.8
13444650.0,516.2
13444854.0,412.9
13445221.0,458.8
13445493.0,458.8
13445587.0,516.2
13445900.0,458.8
13446319.0,458.8
13446842.0,412.9
13447054.0,412.9
13447267.0,412.9
13447476.0,412.9
13447682.0,412.9
13448313.0,458.8
13448833.0,516.2
13449250.0,458.8
13449672.0,516.2
13449880.0,516.2
13450087.0,458.8
13450094.0,412.9
13450401.0,412.9
13450505.0,412.9
13450642.0,458.8
13451047.0,412.9
13451054.0,412.9
13451063.0,412.9
13451455.0,516.2
13451658.0,412.9
13451977.0,516.2
13452186.0,458.8
13452292.0,458.8
13563178.0,516.2
13563280.0,458.8
13563383.0,516.2
13563585.0,516.2
13563781.0,516.2
13565454.0,619.4
13565564.0,619.4
13566251.0,619.4
13566820.0,206.5
13567026.0,573.5
13567234.0,516.2
13568073.0,458.8
13568177.0,206.5
13568385.0,516.2
13569011.0,412.9
13569027.0,516.2
13569846.0,458.8
13570574.0,688.2
13570786.0,458.8
13571407.0,206.5
13572658.0,412.9
13628204.0,458.8
13628310.0,458.8
13628527.0,573.5
13628622.0,458.8
13628730.0,458.8
13629144.0,458.8
13629257.0,516.2
13629428.0,458.8
13629458.0,573.5
13629739.0,458.8
13629987.0,458.8
13630198.0,458.8
13630300.0,458.8
13630824.0,458.8
13631137.0,458.8
13631348.0,458.8
13631456.0,458.8
13631762.0,458.8
13632087.0,458.8
13632521.0,573.5
13633017.0,458.8
13633541.0,458.8
13633648.0,458.8
13634271.0,458.8
13634376.0,458.8
13634587.0,516.2
13634943.0,458.8
13634997.0,458.8
13635421.0,573.5
13635572.0,458.8
13635582.0,458.8
13635736.0,516.2
13636350.0,516.2
13636559.0,458.8
13636771.0,573.5
13637925.0,458.8
13683522.0,516.2
13684110.0,516.2
13684880.0,516.2
13684989.0,516.2
13686247.0,516.2
13687712.0,516.2
13688026.0,516.2
13688031.0,458.8
13688551.0,458.8
13688973.0,458.8
13689386.0,458.8
13689594.0,516.2
13690014.0,458.8
13690126.0,516.2
13690240.0,458.8
13690962.0,516.2
13691590.0,516.2
13692109.0,516.2
13692636.0,516.2
13692954.0,516.2
13743894.0,516.2
13744472.0,458.8
13744950.0,458.8
13745153.0,458.8
13745354.0,458.8
13745775.0,516.2
13746813.0,516.2
13747024.0,516.2
13747967.0,412.9
13748378.0,412.9
13748627.0,516.2
13748798.0,412.9
13749108.0,516.2
13749214.0,458.8
13749318.0,458.8
13749422.0,412.9
13749635.0,516.2
13749840.0,458.8
13750582.0,516.2
13750899.0,412.9
13751211.0,412.9
13751526.0,516.2
13751834.0,516.2
13751941.0,412.9
13752145.0,412.9
13752254.0,458.8
13752671.0,516.2
13753092.0,412.9
13753339.0,412.9
13753745.0,458.8
13814841.0,573.5
13815319.0,573.5
13815628.0,688.2
13815633.0,309.7
13816152.0,573.5
13816256.0,573.5
