Unnamed: 0,dfx_time,csi_time,beamforming_en,noise_floor,sinr_eff,predicted_mcs_level,predicted_mcs
236,7132931.485000014,7132933.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
237,7133026.076999962,7133026.47299999,0,-96.0,1.8260716036566334e-05,1,206.5
239,7133435.920000017,7133435.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
240,7133554.00999999,7133554.47299999,0,-95.5,6.717980273421443e-06,0,137.6
243,7133977.101000011,7133979.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
247,7134379.751999974,7134379.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
252,7135009.032000005,7135008.47299999,0,-95.25,1.620468922374669e-05,1,206.5
253,7135013.27700001,7135014.47299999,0,-95.5,1.6874803495956278e-05,1,206.5
254,7135113.000999987,7135113.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
256,7135322.520999968,7135321.47299999,0,-95.25,1.620468922374669e-05,1,206.5
258,7135532.35799998,7135535.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
260,7135742.209999979,7135744.47299999,0,-95.5,1.6874803495956278e-05,1,206.5
262,7136051.051999986,7136051.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
263,7136188.00999999,7136188.47299999,0,-95.0,6.190793685974252e-06,0,137.6
265,7136253.680999994,7136255.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
266,7136495.616999984,7136496.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
267,7136598.214999974,7136599.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
268,7136598.214999974,7136604.47299999,0,-96.0,1.152173289873883e-05,1,206.5
270,7136888.247999966,7136887.47299999,0,-95.75,1.7560357241603783e-05,1,206.5
271,7136990.439999998,7136990.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
272,7137099.758000016,7137100.47299999,0,-95.5,1.6874803495956278e-05,1,206.5
273,7137199.671000004,7137199.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
276,7137508.661000013,7137509.47299999,0,-94.75,1.4912926135530947e-05,1,206.5
277,7137515.57099998,7137517.47299999,0,-95.75,1.1079836373285885e-05,1,206.5
278,7137621.321999967,7137622.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
280,7137829.494000018,7137828.47299999,0,-95.75,1.1079836373285885e-05,1,206.5
283,7138047.710999966,7138046.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
285,7138142.759000003,7138143.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
288,7179554.251999974,7179554.47299999,0,-95.75,6.99090413536351e-06,0,137.6
289,7179567.358999968,7179568.47299999,0,-95.75,1.1079836373285885e-05,1,206.5
291,7179816.111000001,7179819.47299999,0,-95.5,6.717980273421443e-06,0,137.6
295,7180395.806999981,7180395.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
297,7180607.11500001,7180608.47299999,0,-95.0,9.811746768831781e-06,1,206.5
300,7180921.61500001,7180924.47299999,0,-95.25,6.451202976564546e-06,0,137.6
302,7181131.347000003,7181130.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
304,7181329.788999975,7181330.47299999,0,-95.5,6.717980273421443e-06,0,137.6
305,7181338.339999974,7181340.47299999,0,-95.25,6.451202976564546e-06,0,137.6
306,7181441.960999966,7181441.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
307,7181541.307999969,7181541.47299999,0,-95.25,6.451202976564546e-06,0,137.6
308,7181650.566999972,7181650.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
319,7182700.380999982,7182700.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
326,7183431.885999978,7183433.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
327,7183532.960999966,7183532.47299999,0,-95.5,1.6874803495956278e-05,1,206.5
329,7183733.437999964,7183734.47299999,0,-95.0,9.811746768831781e-06,1,206.5
330,7183748.769999981,7183749.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
333,7184047.032999992,7184047.47299999,0,-95.75,1.1079836373285885e-05,1,206.5
334,7184057.802999973,7184057.47299999,0,-95.5,6.717980273421443e-06,0,137.6
335,7184159.380999982,7184159.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
336,7184258.944999993,7184257.47299999,0,-95.5,6.717980273421443e-06,0,137.6
339,7184569.912999988,7184570.47299999,0,-95.5,6.717980273421443e-06,0,137.6
340,7184682.588999987,7184682.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
341,7184779.025999963,7184780.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
342,7184789.962000012,7184791.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
343,7184889.066999972,7184891.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
344,7184992.509000003,7184992.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
352,7185927.949999988,7185928.47299999,0,-95.75,6.99090413536351e-06,0,137.6
357,7186250.556999981,7186252.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
358,7186353.991999984,7186353.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
359,7186456.338,7186456.47299999,0,-95.75,1.1079836373285885e-05,1,206.5
360,7186559.664999962,7186559.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
362,7186763.613999963,7186763.47299999,0,-95.75,6.99090413536351e-06,0,137.6
366,7187193.046000004,7187192.47299999,0,-95.75,1.1079836373285885e-05,1,206.5
368,7187407.284999967,7187408.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
374,7187913.967999995,7187914.47299999,0,-95.0,6.190793685974252e-06,0,137.6
377,7188237.006999969,7188238.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
386,7241686.657000005,7241687.47299999,0,-95.25,1.620468922374669e-05,1,206.5
387,7241789.958999991,7241788.47299999,0,-95.0,1.5550570660073807e-05,1,206.5
391,7242103.351000011,7242103.47299999,0,-95.75,1.7560357241603783e-05,1,206.5
393,7242213.147000015,7242214.47299999,0,-95.5,1.6874803495956278e-05,1,206.5
396,7242421.074999988,7242422.47299999,0,-95.5,1.6874803495956278e-05,1,206.5
398,7242629.846000016,7242633.47299999,0,-95.0,1.5550570660073807e-05,1,206.5
400,7242833.385999978,7242834.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
406,7243257.750999987,7243258.47299999,0,-95.25,1.620468922374669e-05,1,206.5
407,7243454.949999988,7243456.47299999,0,-95.0,9.811746768831781e-06,1,206.5
409,7243712.42899996,7243712.47299999,0,-95.25,6.451202976564546e-06,0,137.6
417,7244397.068000019,7244396.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
425,7244919.712000012,7244918.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
429,7245239.439999998,7245237.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
432,7245542.849999964,7245543.47299999,0,-95.0,9.811746768831781e-06,1,206.5
443,7246382.471000016,7246382.47299999,0,-95.25,6.451202976564546e-06,0,137.6
447,7246705.031000018,7246704.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
451,7247227.326999962,7247229.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
454,7247432.47299999,7247433.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
456,7247643.610000014,7247643.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
459,7247948.270999968,7247947.47299999,0,-94.75,9.409420272903897e-06,1,206.5
465,7248368.444000006,7248369.47299999,0,-95.5,1.6874803495956278e-05,1,206.5
469,7248682.506999969,7248684.47299999,0,-95.0,1.5550570660073807e-05,1,206.5
474,7249092.615999997,7249093.47299999,0,-95.5,1.6874803495956278e-05,1,206.5
476,7249205.560000002,7249208.47299999,0,-95.25,1.620468922374669e-05,1,206.5
481,7249941.542999983,7249941.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
485,7250348.265999973,7250347.47299999,0,-95.0,9.811746768831781e-06,1,206.5
487,7250461.662,7250463.47299999,0,-95.25,1.620468922374669e-05,1,206.5
489,7250571.111000001,7250575.47299999,0,-94.75,9.409420272903897e-06,1,206.5
491,7250773.103999972,7250774.47299999,0,-95.0,1.5550570660073807e-05,1,206.5
508,7317080.362999976,7317080.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
509,7317191.584999979,7317193.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
514,7317920.99000001,7317921.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
518,7318352.000999987,7318351.47299999,0,-95.0,9.811746768831781e-06,1,206.5
533,7320330.01700002,7320332.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
536,7320748.332000017,7320748.47299999,0,-93.5,7.560935336581107e-06,0,137.6
537,7320754.069999993,7320755.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
542,7321376.727999985,7321378.47299999,0,-95.0,9.811746768831781e-06,1,206.5
545,7321793.769999981,7321793.47299999,0,-95.0,6.190793685974252e-06,0,137.6
548,7322051.23299998,7322051.47299999,0,-94.75,5.936942828489528e-06,0,137.6
549,7322106.645999968,7322107.47299999,0,-95.0,9.811746768831781e-06,1,206.5
551,7322453.713999987,7322454.47299999,0,-95.5,4.238758993588278e-06,0,137.6
554,7322735.666999996,7322734.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
555,7322834.403999984,7322834.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
557,7322946.013000011,7322948.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
558,7323053.046000004,7323055.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
561,7323364.888000011,7323364.47299999,0,-94.5,9.017741456756265e-06,0,137.6
563,7323567.075999975,7323566.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
564,7323576.136999965,7323578.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
565,7323680.601999998,7323678.47299999,0,-95.0,9.811746768831781e-06,1,206.5
566,7323776.582000017,7323777.47299999,0,-95.0,9.811746768831781e-06,1,206.5
567,7323879.251999974,7323879.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
572,7324213.101000011,7324215.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
574,7324404.838999987,7324405.47299999,0,-94.5,9.017741456756265e-06,0,137.6
576,7324515.393999994,7324514.47299999,0,-94.75,9.409420272903897e-06,1,206.5
577,7324530.170000017,7324533.47299999,0,-94.75,9.409420272903897e-06,1,206.5
578,7324621.152999997,7324621.47299999,0,-95.25,1.0224467680742028e-05,1,206.5
584,7325236.809000015,7325237.47299999,0,-95.25,6.451202976564546e-06,0,137.6
585,7325247.612999976,7325246.47299999,0,-95.0,6.190793685974252e-06,0,137.6
588,7325656.60799998,7325656.47299999,0,-95.5,6.717980273421443e-06,0,137.6
589,7325664.969999969,7325665.47299999,0,-94.5,9.017741456756265e-06,0,137.6
590,7325766.954999983,7325764.47299999,0,-94.75,9.409420272903897e-06,1,206.5
593,7428362.173999965,7428360.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
595,7428480.83099997,7428479.47299999,0,-95.25,2.5682701636664188e-06,0,137.6
596,7428782.953000009,7428782.47299999,0,-95.5,4.238758993588278e-06,0,137.6
610,7636166.518000007,7636167.47299999,0,-95.0,2.464599357803659e-05,2,275.3
612,7636378.173999965,7636379.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
614,7636583.758000016,7636585.47299999,0,-95.5,2.674476118486012e-05,2,275.3
615,7636683.201999962,7636685.47299999,0,-95.0,2.464599357803659e-05,2,275.3
616,7636692.940999985,7636694.47299999,0,-95.0,2.464599357803659e-05,2,275.3
617,7636828.333000004,7636831.47299999,0,-94.5,1.4292157046187391e-05,1,206.5
618,7637030.402999997,7637028.47299999,0,-94.75,9.409420272903897e-06,1,206.5
625,7637633.522000015,7637634.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
628,7637842.519999981,7637843.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
634,7638370.606999993,7638371.47299999,0,-95.0,2.464599357803659e-05,2,275.3
639,7638996.079999983,7638995.47299999,0,-95.25,1.620468922374669e-05,1,206.5
641,7639102.914999962,7639104.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
644,7639421.666999996,7639420.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
651,7640163.407000005,7640162.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
652,7640276.518999994,7640277.47299999,0,-95.5,1.0647281202433687e-05,1,206.5
654,7640363.356000006,7640366.47299999,0,-95.0,1.5550570660073807e-05,1,206.5
657,7640675.770999968,7640677.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
659,7640882.522000015,7640880.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
663,7641199.055000007,7641198.47299999,0,-95.0,2.464599357803659e-05,2,275.3
666,7641406.281000018,7641405.47299999,0,-95.0,2.464599357803659e-05,2,275.3
667,7641501.648999989,7641502.47299999,0,-95.0,2.464599357803659e-05,2,275.3
673,7641921.696999967,7641922.47299999,0,-95.5,2.674476118486012e-05,2,275.3
676,7642127.019999981,7642127.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
681,7642671.403999984,7642671.47299999,0,-95.25,1.620468922374669e-05,1,206.5
687,7643290.289999962,7643291.47299999,0,-94.75,1.4912926135530947e-05,1,206.5
689,7643485.654999971,7643485.47299999,0,-95.0,2.464599357803659e-05,2,275.3
692,7643604.254000008,7643606.47299999,0,-95.0,2.464599357803659e-05,2,275.3
693,7643707.111000001,7643707.47299999,0,-95.25,2.5682701636664132e-05,2,275.3
697,7644013.263999999,7644012.47299999,0,-95.0,2.464599357803659e-05,2,275.3
698,7644114.824999988,7644114.47299999,0,-94.5,2.26515424080876e-05,1,206.5
699,7644124.593999982,7644127.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
700,7644323.102999985,7644324.47299999,0,-95.0,2.464599357803659e-05,2,275.3
707,7644848.861999989,7644849.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
709,7645052.356999993,7645052.47299999,0,-94.5,2.26515424080876e-05,1,206.5
710,7645063.819999993,7645063.47299999,0,-94.75,2.3635395111878463e-05,1,206.5
713,7667324.689999998,7667325.47299999,0,-95.0,6.190793685974246e-05,4,344.1
715,7667432.818000019,7667433.47299999,0,-95.0,6.190793685974246e-05,4,344.1
716,7667531.457000017,7667533.47299999,0,-94.5,5.689810202763906e-05,4,344.1
719,7667748.681999981,7667749.47299999,0,-94.75,5.936942828489538e-05,4,344.1
721,7667948.765999973,7667951.47299999,0,-95.0,6.190793685974246e-05,4,344.1
723,7668168.11500001,7668168.47299999,0,-94.5,5.689810202763906e-05,4,344.1
726,7668523.627999961,7668524.47299999,0,-95.0,3.906126744327044e-05,3,309.7
730,7669002.046999991,7669001.47299999,0,-94.75,5.936942828489538e-05,4,344.1
731,7669010.024999976,7669012.47299999,0,-94.5,5.689810202763906e-05,4,344.1
733,7669234.922999978,7669234.47299999,0,-95.0,2.464599357803659e-05,2,275.3
735,7669427.215999961,7669426.47299999,0,-95.0,6.190793685974246e-05,4,344.1
736,7669527.745000005,7669529.47299999,0,-94.0,5.21618974025775e-05,4,344.1
737,7669633.939999998,7669633.47299999,0,-94.5,5.689810202763906e-05,4,344.1
738,7669737.159999967,7669737.47299999,0,-95.25,6.451202976564556e-05,4,344.1
739,7669749.754999995,7669747.47299999,0,-94.25,5.449525615202185e-05,4,344.1
740,7669846.557999968,7669846.47299999,0,-95.25,6.451202976564556e-05,4,344.1
747,7670485.296000004,7670485.47299999,0,-94.0,5.21618974025775e-05,4,344.1
749,7670691.853999972,7670691.47299999,0,-94.0,5.21618974025775e-05,4,344.1
754,7671317.393000007,7671317.47299999,0,-94.75,5.936942828489538e-05,4,344.1
757,7671659.699000001,7671661.47299999,0,-94.75,5.936942828489538e-05,4,344.1
758,7671944.744000018,7671944.47299999,0,-95.0,2.464599357803659e-05,2,275.3
762,7672177.441999972,7672179.47299999,0,-94.5,3.590027536132213e-05,2,275.3
764,7672363.949999988,7672365.47299999,0,-94.5,5.689810202763906e-05,4,344.1
766,7672566.092000008,7672565.47299999,0,-95.25,6.451202976564556e-05,4,344.1
767,7672681.284999967,7672681.47299999,0,-93.0,4.3533909882664125e-05,3,309.7
769,7672889.601999998,7672889.47299999,0,-94.75,9.409420272903878e-05,5,412.9
771,7673095.25999999,7673095.47299999,0,-95.25,6.451202976564556e-05,4,344.1
772,7673204.039999962,7673206.47299999,0,-95.25,6.451202976564556e-05,4,344.1
774,7673511.383000016,7673511.47299999,0,-94.75,5.936942828489538e-05,4,344.1
775,7673610.465999961,7673611.47299999,0,-95.0,6.190793685974246e-05,4,344.1
778,7673825.263000011,7673825.47299999,0,-95.0,6.190793685974246e-05,4,344.1
779,7673832.311999977,7673835.47299999,0,-95.0,6.190793685974246e-05,4,344.1
780,7673931.685000002,7673931.47299999,0,-94.75,9.409420272903878e-05,5,412.9
783,7674137.888000011,7674138.47299999,0,-94.75,5.936942828489538e-05,4,344.1
786,7674407.967000008,7674408.47299999,0,-94.75,3.745957681394474e-05,3,309.7
788,7674565.422999978,7674566.47299999,0,-94.5,3.590027536132213e-05,2,275.3
794,7675195.275999963,7675196.47299999,0,-94.75,9.409420272903878e-05,5,412.9
798,7675699.226000011,7675700.47299999,0,-94.5,9.017741456756287e-05,5,412.9
807,7676235.416999996,7676235.47299999,0,-94.5,5.689810202763906e-05,4,344.1
808,7676428.874000013,7676428.47299999,0,-94.75,5.936942828489538e-05,4,344.1
816,7677071.779999971,7677073.47299999,0,-94.75,5.936942828489538e-05,4,344.1
819,7677279.034999967,7677281.47299999,0,-94.75,5.936942828489538e-05,4,344.1
821,7795857.338999987,7795859.47299999,0,-94.75,0.00023635395111878423,6,458.8
822,7795869.700999975,7795873.47299999,0,-93.5,0.0001899221088147937,5,412.9
823,7795970.369000018,7795969.47299999,0,-94.5,0.00022651542408087566,5,412.9
824,7796067.048999965,7796066.47299999,0,-94.5,0.00022651542408087566,5,412.9
826,7796176.520999968,7796175.47299999,0,-95.0,0.0002464599357803659,6,458.8
829,7796494.306999981,7796494.47299999,0,-94.0,0.0002076602538564193,5,412.9
831,7796774.036000013,7796775.47299999,0,-94.75,0.00023635395111878423,6,458.8
832,7796810.200999975,7796810.47299999,0,-94.75,0.00023635395111878423,6,458.8
833,7796919.069999993,7796919.47299999,0,-94.75,9.409420272903878e-05,5,412.9
835,7797117.050000012,7797116.47299999,0,-94.5,0.00022651542408087566,5,412.9
836,7797125.40200001,7797127.47299999,0,-93.75,0.00031483983916588074,6,458.8
838,7797328.399999976,7797327.47299999,0,-94.0,0.0003291193226817851,6,458.8
839,7797334.606999993,7797337.47299999,0,-94.75,0.00023635395111878423,6,458.8
840,7797438.055000007,7797438.47299999,0,-94.75,0.00023635395111878423,6,458.8
843,7797652.72299999,7797653.47299999,0,-95.0,0.0002464599357803659,6,458.8
844,7797753.927999973,7797753.47299999,0,-94.5,0.00022651542408087566,5,412.9
845,7797850.656000018,7797850.47299999,0,-94.5,0.00022651542408087566,5,412.9
846,7797862.770999968,7797862.47299999,0,-94.75,0.00023635395111878423,6,458.8
847,7797959.39200002,7797959.47299999,0,-94.25,0.00021694952235269455,5,412.9
848,7797971.624000013,7797971.47299999,0,-94.5,0.00022651542408087574,5,412.9
849,7798065.964999974,7798065.47299999,0,-94.75,0.00023635395111878423,6,458.8
850,7798164.44599998,7798164.47299999,0,-94.75,0.00023635395111878423,6,458.8
851,7798175.088999987,7798174.47299999,0,-95.0,0.0002464599357803659,6,458.8
852,7798279.862999976,7798279.47299999,0,-94.0,0.0002076602538564193,5,412.9
853,7798377.048999965,7798377.47299999,0,-94.25,0.00021694952235269446,5,412.9
854,7798384.342999995,7798386.47299999,0,-94.75,0.00023635395111878423,6,458.8
